"tick","Infected Count","Healthy Count","Dead Count"
186.0,0,133,808
187.0,0,133,808
188.0,0,133,808
189.0,0,133,808
190.0,0,133,808
191.0,0,133,808
192.0,0,133,808
193.0,0,133,808
194.0,0,133,808
195.0,0,133,808
196.0,0,133,808
197.0,0,133,808
198.0,0,133,808
199.0,0,133,808
200.0,0,133,808
201.0,0,133,808
202.0,0,133,808
203.0,0,133,808
204.0,0,133,808
205.0,0,133,808
206.0,0,133,808
207.0,0,133,808
208.0,0,133,808
209.0,0,133,808
210.0,0,133,808
211.0,0,133,808
212.0,0,133,808
213.0,0,133,808
214.0,0,133,808
215.0,0,133,808
216.0,0,133,808
217.0,0,133,808
218.0,0,133,808
219.0,0,133,808
220.0,0,133,808
221.0,0,133,808
222.0,0,133,808
223.0,0,133,808
224.0,0,133,808
225.0,0,133,808
226.0,0,133,808
227.0,0,133,808
228.0,0,133,808
229.0,0,133,808
230.0,0,133,808
231.0,0,133,808
232.0,0,133,808
233.0,0,133,808
234.0,0,133,808
235.0,0,133,808
236.0,0,133,808
237.0,0,133,808
238.0,0,133,808
239.0,0,133,808
240.0,0,133,808
241.0,0,133,808
242.0,0,133,808
243.0,0,133,808
244.0,0,133,808
245.0,0,133,808
246.0,0,133,808
247.0,0,133,808
248.0,0,133,808
249.0,0,133,808
250.0,0,133,808
251.0,0,133,808
252.0,0,133,808
253.0,0,133,808
254.0,0,133,808
255.0,0,133,808
256.0,0,133,808
257.0,0,133,808
258.0,0,133,808
259.0,0,133,808
260.0,0,133,808
261.0,0,133,808
262.0,0,133,808
263.0,0,133,808
264.0,0,133,808
265.0,0,133,808
266.0,0,133,808
267.0,0,133,808
268.0,0,133,808
269.0,0,133,808
270.0,0,133,808
271.0,0,133,808
272.0,0,133,808
273.0,0,133,808
274.0,0,133,808
275.0,0,133,808
276.0,0,133,808
277.0,0,133,808
278.0,0,133,808
279.0,0,133,808
280.0,0,133,808
281.0,0,133,808
282.0,0,133,808
283.0,0,133,808
284.0,0,133,808
285.0,0,133,808
286.0,0,133,808
287.0,0,133,808
288.0,0,133,808
289.0,0,133,808
290.0,0,133,808
291.0,0,133,808
292.0,0,133,808
293.0,0,133,808
294.0,0,133,808
295.0,0,133,808
296.0,0,133,808
297.0,0,133,808
298.0,0,133,808
299.0,0,133,808
300.0,0,133,808
301.0,0,133,808
302.0,0,133,808
303.0,0,133,808
304.0,0,133,808
305.0,0,133,808
306.0,0,133,808
307.0,0,133,808
308.0,0,133,808
309.0,0,133,808
310.0,0,133,808
311.0,0,133,808
312.0,0,133,808
313.0,0,133,808
314.0,0,133,808
315.0,0,133,808
316.0,0,133,808
317.0,0,133,808
318.0,0,133,808
319.0,0,133,808
320.0,0,133,808
321.0,0,133,808
322.0,0,133,808
323.0,0,133,808
324.0,0,133,808
325.0,0,133,808
326.0,0,133,808
327.0,0,133,808
328.0,0,133,808
329.0,0,133,808
330.0,0,133,808
331.0,0,133,808
332.0,0,133,808
333.0,0,133,808
334.0,0,133,808
335.0,0,133,808
336.0,0,133,808
337.0,0,133,808
338.0,0,133,808
339.0,0,133,808
340.0,0,133,808
341.0,0,133,808
342.0,0,133,808
343.0,0,133,808
344.0,0,133,808
345.0,0,133,808
346.0,0,133,808
347.0,0,133,808
348.0,0,133,808
349.0,0,133,808
350.0,0,133,808
351.0,0,133,808
352.0,0,133,808
353.0,0,133,808
354.0,0,133,808
355.0,0,133,808
356.0,0,133,808
357.0,0,133,808
358.0,0,133,808
359.0,0,133,808
360.0,0,133,808
361.0,0,133,808
362.0,0,133,808
363.0,0,133,808
364.0,0,133,808
365.0,0,133,808
366.0,0,133,808
367.0,0,133,808
368.0,0,133,808
369.0,0,133,808
370.0,0,133,808
371.0,0,133,808
372.0,0,133,808
373.0,0,133,808
374.0,0,133,808
375.0,0,133,808
376.0,0,133,808
377.0,0,133,808
378.0,0,133,808
379.0,0,133,808
380.0,0,133,808
381.0,0,133,808
382.0,0,133,808
383.0,0,133,808
384.0,0,133,808
385.0,0,133,808
386.0,0,133,808
387.0,0,133,808
388.0,0,133,808
389.0,0,133,808
390.0,0,133,808
391.0,0,133,808
392.0,0,133,808
393.0,0,133,808
394.0,0,133,808
395.0,0,133,808
396.0,0,133,808
397.0,0,133,808
398.0,0,133,808
399.0,0,133,808
400.0,0,133,808
401.0,0,133,808
402.0,0,133,808
403.0,0,133,808
404.0,0,133,808
405.0,0,133,808
406.0,0,133,808
407.0,0,133,808
408.0,0,133,808
409.0,0,133,808
410.0,0,133,808
411.0,0,133,808
412.0,0,133,808
413.0,0,133,808
414.0,0,133,808
415.0,0,133,808
416.0,0,133,808
417.0,0,133,808
418.0,0,133,808
419.0,0,133,808
420.0,0,133,808
421.0,0,133,808
422.0,0,133,808
423.0,0,133,808
424.0,0,133,808
425.0,0,133,808
426.0,0,133,808
427.0,0,133,808
428.0,0,133,808
429.0,0,133,808
430.0,0,133,808
431.0,0,133,808
432.0,0,133,808
433.0,0,133,808
434.0,0,133,808
435.0,0,133,808
436.0,0,133,808
437.0,0,133,808
438.0,0,133,808
439.0,0,133,808
440.0,0,133,808
441.0,0,133,808
442.0,0,133,808
443.0,0,133,808
444.0,0,133,808
445.0,0,133,808
446.0,0,133,808
447.0,0,133,808
448.0,0,133,808
449.0,0,133,808
450.0,0,133,808
451.0,0,133,808
452.0,0,133,808
453.0,0,133,808
454.0,0,133,808
455.0,0,133,808
456.0,0,133,808
457.0,0,133,808
458.0,0,133,808
459.0,0,133,808
460.0,0,133,808
461.0,0,133,808
462.0,0,133,808
463.0,0,133,808
464.0,0,133,808
465.0,0,133,808
466.0,0,133,808
467.0,0,133,808
468.0,0,133,808
469.0,0,133,808
470.0,0,133,808
471.0,0,133,808
472.0,0,133,808
473.0,0,133,808
474.0,0,133,808
475.0,0,133,808
476.0,0,133,808
477.0,0,133,808
478.0,0,133,808
479.0,0,133,808
480.0,0,133,808
481.0,0,133,808
482.0,0,133,808
483.0,0,133,808
484.0,0,133,808
485.0,0,133,808
486.0,0,133,808
487.0,0,133,808
488.0,0,133,808
489.0,0,133,808
490.0,0,133,808
491.0,0,133,808
492.0,0,133,808
493.0,0,133,808
494.0,0,133,808
495.0,0,133,808
496.0,0,133,808
497.0,0,133,808
498.0,0,133,808
499.0,0,133,808
500.0,0,133,808
501.0,0,133,808
502.0,0,133,808
503.0,0,133,808
504.0,0,133,808
505.0,0,133,808
506.0,0,133,808
507.0,0,133,808
508.0,0,133,808
509.0,0,133,808
510.0,0,133,808
511.0,0,133,808
512.0,0,133,808
513.0,0,133,808
514.0,0,133,808
515.0,0,133,808
516.0,0,133,808
517.0,0,133,808
518.0,0,133,808
519.0,0,133,808
520.0,0,133,808
521.0,0,133,808
522.0,0,133,808
523.0,0,133,808
524.0,0,133,808
525.0,0,133,808
526.0,0,133,808
527.0,0,133,808
528.0,0,133,808
529.0,0,133,808
530.0,0,133,808
531.0,0,133,808
532.0,0,133,808
533.0,0,133,808
534.0,0,133,808
535.0,0,133,808
536.0,0,133,808
537.0,0,133,808
538.0,0,133,808
539.0,0,133,808
540.0,0,133,808
541.0,0,133,808
542.0,0,133,808
543.0,0,133,808
544.0,0,133,808
545.0,0,133,808
546.0,0,133,808
547.0,0,133,808
548.0,0,133,808
549.0,0,133,808
550.0,0,133,808
551.0,0,133,808
552.0,0,133,808
553.0,0,133,808
554.0,0,133,808
555.0,0,133,808
556.0,0,133,808
557.0,0,133,808
558.0,0,133,808
559.0,0,133,808
560.0,0,133,808
561.0,0,133,808
562.0,0,133,808
563.0,0,133,808
564.0,0,133,808
565.0,0,133,808
566.0,0,133,808
567.0,0,133,808
568.0,0,133,808
569.0,0,133,808
570.0,0,133,808
571.0,0,133,808
572.0,0,133,808
573.0,0,133,808
574.0,0,133,808
575.0,0,133,808
576.0,0,133,808
577.0,0,133,808
578.0,0,133,808
579.0,0,133,808
580.0,0,133,808
581.0,0,133,808
582.0,0,133,808
583.0,0,133,808
584.0,0,133,808
585.0,0,133,808
586.0,0,133,808
587.0,0,133,808
588.0,0,133,808
589.0,0,133,808
590.0,0,133,808
591.0,0,133,808
592.0,0,133,808
593.0,0,133,808
594.0,0,133,808
595.0,0,133,808
596.0,0,133,808
597.0,0,133,808
598.0,0,133,808
599.0,0,133,808
600.0,0,133,808
601.0,0,133,808
602.0,0,133,808
603.0,0,133,808
604.0,0,133,808
605.0,0,133,808
606.0,0,133,808
607.0,0,133,808
608.0,0,133,808
609.0,0,133,808
610.0,0,133,808
611.0,0,133,808
612.0,0,133,808
613.0,0,133,808
614.0,0,133,808
615.0,0,133,808
616.0,0,133,808
617.0,0,133,808
618.0,0,133,808
619.0,0,133,808
620.0,0,133,808
621.0,0,133,808
622.0,0,133,808
623.0,0,133,808
624.0,0,133,808
625.0,0,133,808
626.0,0,133,808
627.0,0,133,808
628.0,0,133,808
629.0,0,133,808
630.0,0,133,808
631.0,0,133,808
632.0,0,133,808
633.0,0,133,808
634.0,0,133,808
635.0,0,133,808
636.0,0,133,808
637.0,0,133,808
638.0,0,133,808
639.0,0,133,808
640.0,0,133,808
641.0,0,133,808
642.0,0,133,808
643.0,0,133,808
644.0,0,133,808
645.0,0,133,808
646.0,0,133,808
647.0,0,133,808
648.0,0,133,808
649.0,0,133,808
650.0,0,133,808
651.0,0,133,808
652.0,0,133,808
653.0,0,133,808
654.0,0,133,808
655.0,0,133,808
656.0,0,133,808
657.0,0,133,808
658.0,0,133,808
659.0,0,133,808
660.0,0,133,808
661.0,0,133,808
662.0,0,133,808
663.0,0,133,808
664.0,0,133,808
665.0,0,133,808
666.0,0,133,808
667.0,0,133,808
668.0,0,133,808
669.0,0,133,808
670.0,0,133,808
671.0,0,133,808
672.0,0,133,808
673.0,0,133,808
674.0,0,133,808
675.0,0,133,808
676.0,0,133,808
677.0,0,133,808
678.0,0,133,808
679.0,0,133,808
680.0,0,133,808
681.0,0,133,808
682.0,0,133,808
683.0,0,133,808
684.0,0,133,808
685.0,0,133,808
686.0,0,133,808
687.0,0,133,808
688.0,0,133,808
689.0,0,133,808
690.0,0,133,808
691.0,0,133,808
692.0,0,133,808
693.0,0,133,808
694.0,0,133,808
695.0,0,133,808
696.0,0,133,808
697.0,0,133,808
698.0,0,133,808
699.0,0,133,808
700.0,0,133,808
701.0,0,133,808
702.0,0,133,808
703.0,0,133,808
704.0,0,133,808
705.0,0,133,808
706.0,0,133,808
707.0,0,133,808
708.0,0,133,808
709.0,0,133,808
710.0,0,133,808
711.0,0,133,808
712.0,0,133,808
713.0,0,133,808
714.0,0,133,808
715.0,0,133,808
716.0,0,133,808
717.0,0,133,808
718.0,0,133,808
719.0,0,133,808
720.0,0,133,808
721.0,0,133,808
722.0,0,133,808
723.0,0,133,808
724.0,0,133,808
725.0,0,133,808
726.0,0,133,808
727.0,0,133,808
728.0,0,133,808
729.0,0,133,808
730.0,0,133,808
731.0,0,133,808
732.0,0,133,808
733.0,0,133,808
734.0,0,133,808
735.0,0,133,808
736.0,0,133,808
737.0,0,133,808
738.0,0,133,808
739.0,0,133,808
740.0,0,133,808
741.0,0,133,808
742.0,0,133,808
743.0,0,133,808
744.0,0,133,808
745.0,0,133,808
746.0,0,133,808
747.0,0,133,808
748.0,0,133,808
749.0,0,133,808
750.0,0,133,808
751.0,0,133,808
752.0,0,133,808
753.0,0,133,808
754.0,0,133,808
755.0,0,133,808
756.0,0,133,808
757.0,0,133,808
758.0,0,133,808
759.0,0,133,808
760.0,0,133,808
761.0,0,133,808
762.0,0,133,808
763.0,0,133,808
764.0,0,133,808
765.0,0,133,808
766.0,0,133,808
767.0,0,133,808
768.0,0,133,808
769.0,0,133,808
770.0,0,133,808
771.0,0,133,808
772.0,0,133,808
773.0,0,133,808
774.0,0,133,808
775.0,0,133,808
776.0,0,133,808
777.0,0,133,808
778.0,0,133,808
779.0,0,133,808
780.0,0,133,808
781.0,0,133,808
782.0,0,133,808
783.0,0,133,808
784.0,0,133,808
785.0,0,133,808
786.0,0,133,808
787.0,0,133,808
788.0,0,133,808
789.0,0,133,808
790.0,0,133,808
791.0,0,133,808
792.0,0,133,808
793.0,0,133,808
794.0,0,133,808
795.0,0,133,808
796.0,0,133,808
797.0,0,133,808
798.0,0,133,808
799.0,0,133,808
800.0,0,133,808
801.0,0,133,808
802.0,0,133,808
803.0,0,133,808
804.0,0,133,808
805.0,0,133,808
806.0,0,133,808
807.0,0,133,808
808.0,0,133,808
809.0,0,133,808
810.0,0,133,808
811.0,0,133,808
812.0,0,133,808
813.0,0,133,808
814.0,0,133,808
815.0,0,133,808
816.0,0,133,808
817.0,0,133,808
818.0,0,133,808
819.0,0,133,808
820.0,0,133,808
821.0,0,133,808
822.0,0,133,808
823.0,0,133,808
824.0,0,133,808
825.0,0,133,808
826.0,0,133,808
827.0,0,133,808
828.0,0,133,808
829.0,0,133,808
830.0,0,133,808
831.0,0,133,808
832.0,0,133,808
833.0,0,133,808
834.0,0,133,808
835.0,0,133,808
836.0,0,133,808
837.0,0,133,808
838.0,0,133,808
839.0,0,133,808
840.0,0,133,808
841.0,0,133,808
842.0,0,133,808
843.0,0,133,808
844.0,0,133,808
845.0,0,133,808
846.0,0,133,808
847.0,0,133,808
848.0,0,133,808
849.0,0,133,808
850.0,0,133,808
851.0,0,133,808
852.0,0,133,808
853.0,0,133,808
854.0,0,133,808
855.0,0,133,808
856.0,0,133,808
857.0,0,133,808
858.0,0,133,808
859.0,0,133,808
860.0,0,133,808
861.0,0,133,808
862.0,0,133,808
863.0,0,133,808
864.0,0,133,808
865.0,0,133,808
866.0,0,133,808
867.0,0,133,808
868.0,0,133,808
869.0,0,133,808
870.0,0,133,808
871.0,0,133,808
872.0,0,133,808
873.0,0,133,808
874.0,0,133,808
875.0,0,133,808
876.0,0,133,808
877.0,0,133,808
878.0,0,133,808
879.0,0,133,808
880.0,0,133,808
881.0,0,133,808
882.0,0,133,808
883.0,0,133,808
884.0,0,133,808
885.0,0,133,808
886.0,0,133,808
887.0,0,133,808
888.0,0,133,808
889.0,0,133,808
890.0,0,133,808
891.0,0,133,808
892.0,0,133,808
893.0,0,133,808
894.0,0,133,808
895.0,0,133,808
896.0,0,133,808
897.0,0,133,808
898.0,0,133,808
899.0,0,133,808
900.0,0,133,808
901.0,0,133,808
902.0,0,133,808
903.0,0,133,808
904.0,0,133,808
905.0,0,133,808
906.0,0,133,808
907.0,0,133,808
908.0,0,133,808
909.0,0,133,808
910.0,0,133,808
911.0,0,133,808
912.0,0,133,808
913.0,0,133,808
914.0,0,133,808
915.0,0,133,808
916.0,0,133,808
917.0,0,133,808
918.0,0,133,808
919.0,0,133,808
920.0,0,133,808
921.0,0,133,808
922.0,0,133,808
923.0,0,133,808
924.0,0,133,808
925.0,0,133,808
926.0,0,133,808
927.0,0,133,808
928.0,0,133,808
929.0,0,133,808
930.0,0,133,808
931.0,0,133,808
932.0,0,133,808
933.0,0,133,808
934.0,0,133,808
935.0,0,133,808
936.0,0,133,808
937.0,0,133,808
938.0,0,133,808
939.0,0,133,808
940.0,0,133,808
941.0,0,133,808
942.0,0,133,808
943.0,0,133,808
944.0,0,133,808
945.0,0,133,808
946.0,0,133,808
947.0,0,133,808
948.0,0,133,808
949.0,0,133,808
950.0,0,133,808
951.0,0,133,808
952.0,0,133,808
953.0,0,133,808
954.0,0,133,808
955.0,0,133,808
956.0,0,133,808
957.0,0,133,808
958.0,0,133,808
959.0,0,133,808
960.0,0,133,808
961.0,0,133,808
962.0,0,133,808
963.0,0,133,808
964.0,0,133,808
965.0,0,133,808
966.0,0,133,808
967.0,0,133,808
968.0,0,133,808
969.0,0,133,808
970.0,0,133,808
971.0,0,133,808
972.0,0,133,808
973.0,0,133,808
974.0,0,133,808
975.0,0,133,808
976.0,0,133,808
977.0,0,133,808
978.0,0,133,808
979.0,0,133,808
980.0,0,133,808
981.0,0,133,808
982.0,0,133,808
983.0,0,133,808
984.0,0,133,808
985.0,0,133,808
986.0,0,133,808
987.0,0,133,808
988.0,0,133,808
989.0,0,133,808
990.0,0,133,808
991.0,0,133,808
992.0,0,133,808
993.0,0,133,808
994.0,0,133,808
995.0,0,133,808
996.0,0,133,808
997.0,0,133,808
998.0,0,133,808
999.0,0,133,808
1000.0,0,133,808
1001.0,0,133,808
1002.0,0,133,808
1003.0,0,133,808
1004.0,0,133,808
1005.0,0,133,808
1006.0,0,133,808
1007.0,0,133,808
1008.0,0,133,808
1009.0,0,133,808
1010.0,0,133,808
1011.0,0,133,808
1012.0,0,133,808
1013.0,0,133,808
1014.0,0,133,808
1015.0,0,133,808
1016.0,0,133,808
1017.0,0,133,808
1018.0,0,133,808
1019.0,0,133,808
1020.0,0,133,808
1021.0,0,133,808
1022.0,0,133,808
1023.0,0,133,808
1024.0,0,133,808
1025.0,0,133,808
1026.0,0,133,808
1027.0,0,133,808
1028.0,0,133,808
1029.0,0,133,808
1030.0,0,133,808
1031.0,0,133,808
1032.0,0,133,808
1033.0,0,133,808
1034.0,0,133,808
1035.0,0,133,808
1036.0,0,133,808
1037.0,0,133,808
1038.0,0,133,808
1039.0,0,133,808
1040.0,0,133,808
1041.0,0,133,808
1042.0,0,133,808
1043.0,0,133,808
1044.0,0,133,808
1045.0,0,133,808
1046.0,0,133,808
1047.0,0,133,808
1048.0,0,133,808
1049.0,0,133,808
1050.0,0,133,808
1051.0,0,133,808
1052.0,0,133,808
1053.0,0,133,808
1054.0,0,133,808
1055.0,0,133,808
1056.0,0,133,808
1057.0,0,133,808
1058.0,0,133,808
1059.0,0,133,808
1060.0,0,133,808
1061.0,0,133,808
1062.0,0,133,808
1063.0,0,133,808
1064.0,0,133,808
1065.0,0,133,808
1066.0,0,133,808
1067.0,0,133,808
1068.0,0,133,808
1069.0,0,133,808
1070.0,0,133,808
1071.0,0,133,808
1072.0,0,133,808
1073.0,0,133,808
1074.0,0,133,808
1075.0,0,133,808
1076.0,0,133,808
1077.0,0,133,808
1078.0,0,133,808
1079.0,0,133,808
1080.0,0,133,808
1081.0,0,133,808
1082.0,0,133,808
1083.0,0,133,808
1084.0,0,133,808
1085.0,0,133,808
1086.0,0,133,808
1087.0,0,133,808
1088.0,0,133,808
1089.0,0,133,808
1090.0,0,133,808
1091.0,0,133,808
1092.0,0,133,808
1093.0,0,133,808
1094.0,0,133,808
1095.0,0,133,808
1096.0,0,133,808
1097.0,0,133,808
1098.0,0,133,808
1099.0,0,133,808
1100.0,0,133,808
1101.0,0,133,808
1102.0,0,133,808
1103.0,0,133,808
1104.0,0,133,808
1105.0,0,133,808
1106.0,0,133,808
1107.0,0,133,808
1108.0,0,133,808
1109.0,0,133,808
1110.0,0,133,808
1111.0,0,133,808
1112.0,0,133,808
1113.0,0,133,808
1114.0,0,133,808
1115.0,0,133,808
1116.0,0,133,808
1117.0,0,133,808
1118.0,0,133,808
1119.0,0,133,808
1120.0,0,133,808
1121.0,0,133,808
1122.0,0,133,808
1123.0,0,133,808
1124.0,0,133,808
1125.0,0,133,808
1126.0,0,133,808
1127.0,0,133,808
1128.0,0,133,808
1129.0,0,133,808
1130.0,0,133,808
1131.0,0,133,808
1132.0,0,133,808
1133.0,0,133,808
1134.0,0,133,808
1135.0,0,133,808
1136.0,0,133,808
1137.0,0,133,808
1138.0,0,133,808
1139.0,0,133,808
1140.0,0,133,808
1141.0,0,133,808
1142.0,0,133,808
1143.0,0,133,808
1144.0,0,133,808
1145.0,0,133,808
1146.0,0,133,808
1147.0,0,133,808
1148.0,0,133,808
1149.0,0,133,808
1150.0,0,133,808
1151.0,0,133,808
1152.0,0,133,808
1153.0,0,133,808
1154.0,0,133,808
1155.0,0,133,808
1156.0,0,133,808
1157.0,0,133,808
1158.0,0,133,808
1159.0,0,133,808
1160.0,0,133,808
1161.0,0,133,808
1162.0,0,133,808
1163.0,0,133,808
1164.0,0,133,808
1165.0,0,133,808
1166.0,0,133,808
1167.0,0,133,808
1168.0,0,133,808
1169.0,0,133,808
1170.0,0,133,808
1171.0,0,133,808
1172.0,0,133,808
1173.0,0,133,808
1174.0,0,133,808
1175.0,0,133,808
1176.0,0,133,808
1177.0,0,133,808
1178.0,0,133,808
1179.0,0,133,808
1180.0,0,133,808
1181.0,0,133,808
1182.0,0,133,808
1183.0,0,133,808
1184.0,0,133,808
1185.0,0,133,808
1186.0,0,133,808
1187.0,0,133,808
1188.0,0,133,808
1189.0,0,133,808
1190.0,0,133,808
1191.0,0,133,808
1192.0,0,133,808
1193.0,0,133,808
1194.0,0,133,808
1195.0,0,133,808
1196.0,0,133,808
1197.0,0,133,808
1198.0,0,133,808
1199.0,0,133,808
1200.0,0,133,808
1201.0,0,133,808
1202.0,0,133,808
1203.0,0,133,808
1204.0,0,133,808
1205.0,0,133,808
1206.0,0,133,808
1207.0,0,133,808
1208.0,0,133,808
1209.0,0,133,808
1210.0,0,133,808
1211.0,0,133,808
1212.0,0,133,808
1213.0,0,133,808
1214.0,0,133,808
1215.0,0,133,808
1216.0,0,133,808
1217.0,0,133,808
1218.0,0,133,808
1219.0,0,133,808
1220.0,0,133,808
1221.0,0,133,808
1222.0,0,133,808
1223.0,0,133,808
1224.0,0,133,808
1225.0,0,133,808
1226.0,0,133,808
1227.0,0,133,808
1228.0,0,133,808
1229.0,0,133,808
1230.0,0,133,808
1231.0,0,133,808
1232.0,0,133,808
1233.0,0,133,808
1234.0,0,133,808
1235.0,0,133,808
1236.0,0,133,808
1237.0,0,133,808
1238.0,0,133,808
1239.0,0,133,808
1240.0,0,133,808
1241.0,0,133,808
1242.0,0,133,808
1243.0,0,133,808
1244.0,0,133,808
1245.0,0,133,808
1246.0,0,133,808
1247.0,0,133,808
1248.0,0,133,808
1249.0,0,133,808
1250.0,0,133,808
1251.0,0,133,808
1252.0,0,133,808
1253.0,0,133,808
1254.0,0,133,808
1255.0,0,133,808
1256.0,0,133,808
1257.0,0,133,808
1258.0,0,133,808
1259.0,0,133,808
1260.0,0,133,808
1261.0,0,133,808
1262.0,0,133,808
1263.0,0,133,808
1264.0,0,133,808
1265.0,0,133,808
1266.0,0,133,808
1267.0,0,133,808
1268.0,0,133,808
1269.0,0,133,808
1270.0,0,133,808
1271.0,0,133,808
1272.0,0,133,808
1273.0,0,133,808
1274.0,0,133,808
1275.0,0,133,808
1276.0,0,133,808
1277.0,0,133,808
1278.0,0,133,808
1279.0,0,133,808
1280.0,0,133,808
1281.0,0,133,808
1282.0,0,133,808
1283.0,0,133,808
1284.0,0,133,808
1285.0,0,133,808
1286.0,0,133,808
1287.0,0,133,808
1288.0,0,133,808
1289.0,0,133,808
1290.0,0,133,808
1291.0,0,133,808
1292.0,0,133,808
1293.0,0,133,808
1294.0,0,133,808
1295.0,0,133,808
1296.0,0,133,808
1297.0,0,133,808
1298.0,0,133,808
1299.0,0,133,808
1300.0,0,133,808
1301.0,0,133,808
1302.0,0,133,808
1303.0,0,133,808
1304.0,0,133,808
1305.0,0,133,808
1306.0,0,133,808
1307.0,0,133,808
1308.0,0,133,808
1309.0,0,133,808
1310.0,0,133,808
1311.0,0,133,808
1312.0,0,133,808
1313.0,0,133,808
1314.0,0,133,808
1315.0,0,133,808
1316.0,0,133,808
1317.0,0,133,808
1318.0,0,133,808
1319.0,0,133,808
1320.0,0,133,808
1321.0,0,133,808
1322.0,0,133,808
1323.0,0,133,808
1324.0,0,133,808
1325.0,0,133,808
1326.0,0,133,808
1327.0,0,133,808
1328.0,0,133,808
1329.0,0,133,808
1330.0,0,133,808
1331.0,0,133,808
1332.0,0,133,808
1333.0,0,133,808
1334.0,0,133,808
1335.0,0,133,808
1336.0,0,133,808
1337.0,0,133,808
1338.0,0,133,808
1339.0,0,133,808
1340.0,0,133,808
1341.0,0,133,808
1342.0,0,133,808
1343.0,0,133,808
1344.0,0,133,808
1345.0,0,133,808
1346.0,0,133,808
1347.0,0,133,808
1348.0,0,133,808
1349.0,0,133,808
1350.0,0,133,808
1351.0,0,133,808
1352.0,0,133,808
1353.0,0,133,808
1354.0,0,133,808
1355.0,0,133,808
1356.0,0,133,808
1357.0,0,133,808
1358.0,0,133,808
1359.0,0,133,808
