"tick","Infected Count","Healthy Count","Dead Count"
1360.0,0,92,820
1361.0,0,92,820
1362.0,0,92,820
1363.0,0,92,820
1364.0,0,92,820
1365.0,0,92,820
1366.0,0,92,820
1367.0,0,92,820
1368.0,0,92,820
1369.0,0,92,820
1370.0,0,92,820
1371.0,0,92,820
1372.0,0,92,820
1373.0,0,92,820
1374.0,0,92,820
1375.0,0,92,820
1376.0,0,92,820
1377.0,0,92,820
1378.0,0,92,820
1379.0,0,92,820
1380.0,0,92,820
1381.0,0,92,820
1382.0,0,92,820
1383.0,0,92,820
1384.0,0,92,820
1385.0,0,92,820
1386.0,0,92,820
1387.0,0,92,820
1388.0,0,92,820
1389.0,0,92,820
1390.0,0,92,820
1391.0,0,92,820
1392.0,0,92,820
1393.0,0,92,820
1394.0,0,92,820
1395.0,0,92,820
1396.0,0,92,820
1397.0,0,92,820
1398.0,0,92,820
1399.0,0,92,820
1400.0,0,92,820
1401.0,0,92,820
1402.0,0,92,820
1403.0,0,92,820
1404.0,0,92,820
1405.0,0,92,820
1406.0,0,92,820
1407.0,0,92,820
1408.0,0,92,820
1409.0,0,92,820
1410.0,0,92,820
1411.0,0,92,820
1412.0,0,92,820
1413.0,0,92,820
1414.0,0,92,820
1415.0,0,92,820
1416.0,0,92,820
1417.0,0,92,820
1418.0,0,92,820
1419.0,0,92,820
1420.0,0,92,820
1421.0,0,92,820
1422.0,0,92,820
1423.0,0,92,820
1424.0,0,92,820
1425.0,0,92,820
1426.0,0,92,820
1427.0,0,92,820
1428.0,0,92,820
1429.0,0,92,820
1430.0,0,92,820
1431.0,0,92,820
1432.0,0,92,820
1433.0,0,92,820
1434.0,0,92,820
1435.0,0,92,820
1436.0,0,92,820
1437.0,0,92,820
1438.0,0,92,820
1439.0,0,92,820
1440.0,0,92,820
1441.0,0,92,820
1442.0,0,92,820
1443.0,0,92,820
1444.0,0,92,820
1445.0,0,92,820
1446.0,0,92,820
1447.0,0,92,820
1448.0,0,92,820
1449.0,0,92,820
1450.0,0,92,820
1451.0,0,92,820
1452.0,0,92,820
1453.0,0,92,820
1454.0,0,92,820
1455.0,0,92,820
1456.0,0,92,820
1457.0,0,92,820
1458.0,0,92,820
1459.0,0,92,820
1460.0,0,92,820
1461.0,0,92,820
1462.0,0,92,820
1463.0,0,92,820
1464.0,0,92,820
1465.0,0,92,820
1466.0,0,92,820
1467.0,0,92,820
1468.0,0,92,820
1469.0,0,92,820
1470.0,0,92,820
1471.0,0,92,820
1472.0,0,92,820
1473.0,0,92,820
1474.0,0,92,820
1475.0,0,92,820
1476.0,0,92,820
1477.0,0,92,820
1478.0,0,92,820
1479.0,0,92,820
1480.0,0,92,820
1481.0,0,92,820
1482.0,0,92,820
1483.0,0,92,820
1484.0,0,92,820
1485.0,0,92,820
1486.0,0,92,820
1487.0,0,92,820
1488.0,0,92,820
1489.0,0,92,820
1490.0,0,92,820
1491.0,0,92,820
1492.0,0,92,820
1493.0,0,92,820
1494.0,0,92,820
1495.0,0,92,820
1496.0,0,92,820
1497.0,0,92,820
1498.0,0,92,820
1499.0,0,92,820
1500.0,0,92,820
1501.0,0,92,820
1502.0,0,92,820
1503.0,0,92,820
1504.0,0,92,820
1505.0,0,92,820
1506.0,0,92,820
1507.0,0,92,820
1508.0,0,92,820
1509.0,0,92,820
1510.0,0,92,820
1511.0,0,92,820
1512.0,0,92,820
1513.0,0,92,820
1514.0,0,92,820
1515.0,0,92,820
1516.0,0,92,820
1517.0,0,92,820
1518.0,0,92,820
1519.0,0,92,820
1520.0,0,92,820
1521.0,0,92,820
1522.0,0,92,820
1523.0,0,92,820
1524.0,0,92,820
1525.0,0,92,820
1526.0,0,92,820
1527.0,0,92,820
1528.0,0,92,820
1529.0,0,92,820
1530.0,0,92,820
1531.0,0,92,820
1532.0,0,92,820
1533.0,0,92,820
1534.0,0,92,820
1535.0,0,92,820
1536.0,0,92,820
1537.0,0,92,820
1538.0,0,92,820
1539.0,0,92,820
1540.0,0,92,820
1541.0,0,92,820
1542.0,0,92,820
1543.0,0,92,820
1544.0,0,92,820
1545.0,0,92,820
1546.0,0,92,820
1547.0,0,92,820
1548.0,0,92,820
1549.0,0,92,820
1550.0,0,92,820
1551.0,0,92,820
1552.0,0,92,820
1553.0,0,92,820
1554.0,0,92,820
1555.0,0,92,820
1556.0,0,92,820
1557.0,0,92,820
1558.0,0,92,820
1559.0,0,92,820
1560.0,0,92,820
1561.0,0,92,820
1562.0,0,92,820
1563.0,0,92,820
1564.0,0,92,820
1565.0,0,92,820
1566.0,0,92,820
1567.0,0,92,820
1568.0,0,92,820
1569.0,0,92,820
1570.0,0,92,820
1571.0,0,92,820
1572.0,0,92,820
1573.0,0,92,820
1574.0,0,92,820
1575.0,0,92,820
1576.0,0,92,820
1577.0,0,92,820
1578.0,0,92,820
1579.0,0,92,820
1580.0,0,92,820
1581.0,0,92,820
1582.0,0,92,820
1583.0,0,92,820
1584.0,0,92,820
1585.0,0,92,820
1586.0,0,92,820
1587.0,0,92,820
1588.0,0,92,820
1589.0,0,92,820
1590.0,0,92,820
1591.0,0,92,820
1592.0,0,92,820
1593.0,0,92,820
1594.0,0,92,820
1595.0,0,92,820
1596.0,0,92,820
1597.0,0,92,820
1598.0,0,92,820
1599.0,0,92,820
1600.0,0,92,820
1601.0,0,92,820
1602.0,0,92,820
1603.0,0,92,820
1604.0,0,92,820
1605.0,0,92,820
1606.0,0,92,820
1607.0,0,92,820
1608.0,0,92,820
1609.0,0,92,820
1610.0,0,92,820
1611.0,0,92,820
1612.0,0,92,820
1613.0,0,92,820
1614.0,0,92,820
1615.0,0,92,820
1616.0,0,92,820
1617.0,0,92,820
1618.0,0,92,820
1619.0,0,92,820
1620.0,0,92,820
1621.0,0,92,820
1622.0,0,92,820
1623.0,0,92,820
1624.0,0,92,820
1625.0,0,92,820
1626.0,0,92,820
1627.0,0,92,820
1628.0,0,92,820
1629.0,0,92,820
1630.0,0,92,820
1631.0,0,92,820
1632.0,0,92,820
1633.0,0,92,820
1634.0,0,92,820
1635.0,0,92,820
1636.0,0,92,820
1637.0,0,92,820
1638.0,0,92,820
1639.0,0,92,820
1640.0,0,92,820
1641.0,0,92,820
1642.0,0,92,820
1643.0,0,92,820
1644.0,0,92,820
1645.0,0,92,820
1646.0,0,92,820
1647.0,0,92,820
1648.0,0,92,820
1649.0,0,92,820
1650.0,0,92,820
1651.0,0,92,820
1652.0,0,92,820
1653.0,0,92,820
1654.0,0,92,820
1655.0,0,92,820
1656.0,0,92,820
1657.0,0,92,820
1658.0,0,92,820
1659.0,0,92,820
1660.0,0,92,820
1661.0,0,92,820
1662.0,0,92,820
1663.0,0,92,820
1664.0,0,92,820
1665.0,0,92,820
1666.0,0,92,820
1667.0,0,92,820
1668.0,0,92,820
1669.0,0,92,820
1670.0,0,92,820
1671.0,0,92,820
1672.0,0,92,820
1673.0,0,92,820
1674.0,0,92,820
1675.0,0,92,820
1676.0,0,92,820
1677.0,0,92,820
1678.0,0,92,820
1679.0,0,92,820
1680.0,0,92,820
1681.0,0,92,820
1682.0,0,92,820
1683.0,0,92,820
1684.0,0,92,820
1685.0,0,92,820
1686.0,0,92,820
1687.0,0,92,820
1688.0,0,92,820
1689.0,0,92,820
1690.0,0,92,820
1691.0,0,92,820
1692.0,0,92,820
1693.0,0,92,820
1694.0,0,92,820
1695.0,0,92,820
1696.0,0,92,820
1697.0,0,92,820
1698.0,0,92,820
1699.0,0,92,820
1700.0,0,92,820
1701.0,0,92,820
1702.0,0,92,820
1703.0,0,92,820
1704.0,0,92,820
1705.0,0,92,820
1706.0,0,92,820
1707.0,0,92,820
1708.0,0,92,820
1709.0,0,92,820
1710.0,0,92,820
1711.0,0,92,820
1712.0,0,92,820
1713.0,0,92,820
1714.0,0,92,820
1715.0,0,92,820
1716.0,0,92,820
1717.0,0,92,820
1718.0,0,92,820
1719.0,0,92,820
1720.0,0,92,820
1721.0,0,92,820
1722.0,0,92,820
1723.0,0,92,820
1724.0,0,92,820
1725.0,0,92,820
1726.0,0,92,820
1727.0,0,92,820
1728.0,0,92,820
1729.0,0,92,820
1730.0,0,92,820
1731.0,0,92,820
1732.0,0,92,820
1733.0,0,92,820
1734.0,0,92,820
1735.0,0,92,820
1736.0,0,92,820
1737.0,0,92,820
1738.0,0,92,820
1739.0,0,92,820
1740.0,0,92,820
1741.0,0,92,820
1742.0,0,92,820
1743.0,0,92,820
1744.0,0,92,820
1745.0,0,92,820
1746.0,0,92,820
1747.0,0,92,820
1748.0,0,92,820
1749.0,0,92,820
1750.0,0,92,820
1751.0,0,92,820
1752.0,0,92,820
1753.0,0,92,820
1754.0,0,92,820
1755.0,0,92,820
1756.0,0,92,820
1757.0,0,92,820
1758.0,0,92,820
1759.0,0,92,820
1760.0,0,92,820
1761.0,0,92,820
1762.0,0,92,820
1763.0,0,92,820
1764.0,0,92,820
1765.0,0,92,820
1766.0,0,92,820
1767.0,0,92,820
1768.0,0,92,820
1769.0,0,92,820
1770.0,0,92,820
1771.0,0,92,820
1772.0,0,92,820
1773.0,0,92,820
1774.0,0,92,820
1775.0,0,92,820
1776.0,0,92,820
1777.0,0,92,820
1778.0,0,92,820
1779.0,0,92,820
1780.0,0,92,820
1781.0,0,92,820
1782.0,0,92,820
1783.0,0,92,820
1784.0,0,92,820
1785.0,0,92,820
1786.0,0,92,820
1787.0,0,92,820
1788.0,0,92,820
1789.0,0,92,820
1790.0,0,92,820
1791.0,0,92,820
1792.0,0,92,820
1793.0,0,92,820
1794.0,0,92,820
1795.0,0,92,820
1796.0,0,92,820
1797.0,0,92,820
1798.0,0,92,820
1799.0,0,92,820
1800.0,0,92,820
1801.0,0,92,820
1802.0,0,92,820
1803.0,0,92,820
1804.0,0,92,820
1805.0,0,92,820
1806.0,0,92,820
1807.0,0,92,820
1808.0,0,92,820
1809.0,0,92,820
1810.0,0,92,820
1811.0,0,92,820
1812.0,0,92,820
1813.0,0,92,820
1814.0,0,92,820
1815.0,0,92,820
1816.0,0,92,820
1817.0,0,92,820
1818.0,0,92,820
1819.0,0,92,820
1820.0,0,92,820
1821.0,0,92,820
1822.0,0,92,820
1823.0,0,92,820
1824.0,0,92,820
1825.0,0,92,820
1826.0,0,92,820
1827.0,0,92,820
1828.0,0,92,820
1829.0,0,92,820
1830.0,0,92,820
1831.0,0,92,820
1832.0,0,92,820
1833.0,0,92,820
1834.0,0,92,820
1835.0,0,92,820
1836.0,0,92,820
1837.0,0,92,820
1838.0,0,92,820
1839.0,0,92,820
1840.0,0,92,820
1841.0,0,92,820
1842.0,0,92,820
1843.0,0,92,820
1844.0,0,92,820
1845.0,0,92,820
1846.0,0,92,820
1847.0,0,92,820
1848.0,0,92,820
1849.0,0,92,820
1850.0,0,92,820
1851.0,0,92,820
1852.0,0,92,820
1853.0,0,92,820
1854.0,0,92,820
1855.0,0,92,820
1856.0,0,92,820
1857.0,0,92,820
1858.0,0,92,820
1859.0,0,92,820
1860.0,0,92,820
1861.0,0,92,820
1862.0,0,92,820
1863.0,0,92,820
1864.0,0,92,820
1865.0,0,92,820
1866.0,0,92,820
1867.0,0,92,820
1868.0,0,92,820
1869.0,0,92,820
1870.0,0,92,820
1871.0,0,92,820
1872.0,0,92,820
1873.0,0,92,820
1874.0,0,92,820
1875.0,0,92,820
1876.0,0,92,820
1877.0,0,92,820
1878.0,0,92,820
1879.0,0,92,820
1880.0,0,92,820
1881.0,0,92,820
1882.0,0,92,820
1883.0,0,92,820
1884.0,0,92,820
1885.0,0,92,820
1886.0,0,92,820
1887.0,0,92,820
1888.0,0,92,820
1889.0,0,92,820
1890.0,0,92,820
1891.0,0,92,820
1892.0,0,92,820
1893.0,0,92,820
1894.0,0,92,820
1895.0,0,92,820
1896.0,0,92,820
1897.0,0,92,820
1898.0,0,92,820
1899.0,0,92,820
1900.0,0,92,820
1901.0,0,92,820
1902.0,0,92,820
1903.0,0,92,820
1904.0,0,92,820
1905.0,0,92,820
1906.0,0,92,820
1907.0,0,92,820
1908.0,0,92,820
1909.0,0,92,820
1910.0,0,92,820
1911.0,0,92,820
1912.0,0,92,820
1913.0,0,92,820
1914.0,0,92,820
1915.0,0,92,820
1916.0,0,92,820
1917.0,0,92,820
1918.0,0,92,820
1919.0,0,92,820
1920.0,0,92,820
1921.0,0,92,820
1922.0,0,92,820
1923.0,0,92,820
1924.0,0,92,820
1925.0,0,92,820
1926.0,0,92,820
1927.0,0,92,820
1928.0,0,92,820
1929.0,0,92,820
1930.0,0,92,820
1931.0,0,92,820
1932.0,0,92,820
1933.0,0,92,820
1934.0,0,92,820
1935.0,0,92,820
1936.0,0,92,820
1937.0,0,92,820
1938.0,0,92,820
1939.0,0,92,820
1940.0,0,92,820
1941.0,0,92,820
1942.0,0,92,820
1943.0,0,92,820
1944.0,0,92,820
1945.0,0,92,820
1946.0,0,92,820
1947.0,0,92,820
1948.0,0,92,820
1949.0,0,92,820
1950.0,0,92,820
1951.0,0,92,820
1952.0,0,92,820
1953.0,0,92,820
1954.0,0,92,820
1955.0,0,92,820
1956.0,0,92,820
1957.0,0,92,820
1958.0,0,92,820
1959.0,0,92,820
1960.0,0,92,820
1961.0,0,92,820
1962.0,0,92,820
1963.0,0,92,820
1964.0,0,92,820
1965.0,0,92,820
1966.0,0,92,820
1967.0,0,92,820
1968.0,0,92,820
1969.0,0,92,820
1970.0,0,92,820
1971.0,0,92,820
1972.0,0,92,820
1973.0,0,92,820
1974.0,0,92,820
1975.0,0,92,820
1976.0,0,92,820
1977.0,0,92,820
1978.0,0,92,820
1979.0,0,92,820
1980.0,0,92,820
1981.0,0,92,820
1982.0,0,92,820
1983.0,0,92,820
1984.0,0,92,820
1985.0,0,92,820
1986.0,0,92,820
1987.0,0,92,820
1988.0,0,92,820
1989.0,0,92,820
1990.0,0,92,820
1991.0,0,92,820
1992.0,0,92,820
1993.0,0,92,820
1994.0,0,92,820
1995.0,0,92,820
1996.0,0,92,820
1997.0,0,92,820
1998.0,0,92,820
1999.0,0,92,820
2000.0,0,92,820
2001.0,0,92,820
2002.0,0,92,820
2003.0,0,92,820
2004.0,0,92,820
2005.0,0,92,820
2006.0,0,92,820
2007.0,0,92,820
2008.0,0,92,820
2009.0,0,92,820
2010.0,0,92,820
2011.0,0,92,820
2012.0,0,92,820
