"tick","Infected Count","Healthy Count","Dead Count"
310.0,0,92,820
311.0,0,92,820
312.0,0,92,820
313.0,0,92,820
314.0,0,92,820
315.0,0,92,820
316.0,0,92,820
317.0,0,92,820
318.0,0,92,820
319.0,0,92,820
320.0,0,92,820
321.0,0,92,820
322.0,0,92,820
323.0,0,92,820
324.0,0,92,820
325.0,0,92,820
326.0,0,92,820
327.0,0,92,820
328.0,0,92,820
329.0,0,92,820
330.0,0,92,820
331.0,0,92,820
332.0,0,92,820
333.0,0,92,820
334.0,0,92,820
335.0,0,92,820
336.0,0,92,820
337.0,0,92,820
338.0,0,92,820
339.0,0,92,820
340.0,0,92,820
341.0,0,92,820
342.0,0,92,820
343.0,0,92,820
344.0,0,92,820
345.0,0,92,820
346.0,0,92,820
347.0,0,92,820
348.0,0,92,820
349.0,0,92,820
350.0,0,92,820
351.0,0,92,820
352.0,0,92,820
353.0,0,92,820
354.0,0,92,820
355.0,0,92,820
356.0,0,92,820
357.0,0,92,820
358.0,0,92,820
359.0,0,92,820
360.0,0,92,820
361.0,0,92,820
362.0,0,92,820
363.0,0,92,820
364.0,0,92,820
365.0,0,92,820
366.0,0,92,820
367.0,0,92,820
368.0,0,92,820
369.0,0,92,820
370.0,0,92,820
371.0,0,92,820
372.0,0,92,820
373.0,0,92,820
374.0,0,92,820
375.0,0,92,820
376.0,0,92,820
377.0,0,92,820
378.0,0,92,820
379.0,0,92,820
380.0,0,92,820
381.0,0,92,820
382.0,0,92,820
383.0,0,92,820
384.0,0,92,820
385.0,0,92,820
386.0,0,92,820
387.0,0,92,820
388.0,0,92,820
389.0,0,92,820
390.0,0,92,820
391.0,0,92,820
392.0,0,92,820
393.0,0,92,820
394.0,0,92,820
395.0,0,92,820
396.0,0,92,820
397.0,0,92,820
398.0,0,92,820
399.0,0,92,820
400.0,0,92,820
401.0,0,92,820
402.0,0,92,820
403.0,0,92,820
404.0,0,92,820
405.0,0,92,820
406.0,0,92,820
407.0,0,92,820
408.0,0,92,820
409.0,0,92,820
410.0,0,92,820
411.0,0,92,820
412.0,0,92,820
413.0,0,92,820
414.0,0,92,820
415.0,0,92,820
416.0,0,92,820
417.0,0,92,820
418.0,0,92,820
419.0,0,92,820
420.0,0,92,820
421.0,0,92,820
422.0,0,92,820
423.0,0,92,820
424.0,0,92,820
425.0,0,92,820
426.0,0,92,820
427.0,0,92,820
428.0,0,92,820
429.0,0,92,820
430.0,0,92,820
431.0,0,92,820
432.0,0,92,820
433.0,0,92,820
434.0,0,92,820
435.0,0,92,820
436.0,0,92,820
437.0,0,92,820
438.0,0,92,820
439.0,0,92,820
440.0,0,92,820
441.0,0,92,820
442.0,0,92,820
443.0,0,92,820
444.0,0,92,820
445.0,0,92,820
446.0,0,92,820
447.0,0,92,820
448.0,0,92,820
449.0,0,92,820
450.0,0,92,820
451.0,0,92,820
452.0,0,92,820
453.0,0,92,820
454.0,0,92,820
455.0,0,92,820
456.0,0,92,820
457.0,0,92,820
458.0,0,92,820
459.0,0,92,820
460.0,0,92,820
461.0,0,92,820
462.0,0,92,820
463.0,0,92,820
464.0,0,92,820
465.0,0,92,820
466.0,0,92,820
467.0,0,92,820
468.0,0,92,820
469.0,0,92,820
470.0,0,92,820
471.0,0,92,820
472.0,0,92,820
473.0,0,92,820
474.0,0,92,820
475.0,0,92,820
476.0,0,92,820
477.0,0,92,820
478.0,0,92,820
479.0,0,92,820
480.0,0,92,820
481.0,0,92,820
482.0,0,92,820
483.0,0,92,820
484.0,0,92,820
485.0,0,92,820
486.0,0,92,820
487.0,0,92,820
488.0,0,92,820
489.0,0,92,820
490.0,0,92,820
491.0,0,92,820
492.0,0,92,820
493.0,0,92,820
494.0,0,92,820
495.0,0,92,820
496.0,0,92,820
497.0,0,92,820
498.0,0,92,820
499.0,0,92,820
500.0,0,92,820
501.0,0,92,820
502.0,0,92,820
503.0,0,92,820
504.0,0,92,820
505.0,0,92,820
506.0,0,92,820
507.0,0,92,820
508.0,0,92,820
509.0,0,92,820
510.0,0,92,820
511.0,0,92,820
512.0,0,92,820
513.0,0,92,820
514.0,0,92,820
515.0,0,92,820
516.0,0,92,820
517.0,0,92,820
518.0,0,92,820
519.0,0,92,820
520.0,0,92,820
521.0,0,92,820
522.0,0,92,820
523.0,0,92,820
524.0,0,92,820
525.0,0,92,820
526.0,0,92,820
527.0,0,92,820
528.0,0,92,820
529.0,0,92,820
530.0,0,92,820
531.0,0,92,820
532.0,0,92,820
533.0,0,92,820
534.0,0,92,820
535.0,0,92,820
536.0,0,92,820
537.0,0,92,820
538.0,0,92,820
539.0,0,92,820
540.0,0,92,820
541.0,0,92,820
542.0,0,92,820
543.0,0,92,820
544.0,0,92,820
545.0,0,92,820
546.0,0,92,820
547.0,0,92,820
548.0,0,92,820
549.0,0,92,820
550.0,0,92,820
551.0,0,92,820
552.0,0,92,820
553.0,0,92,820
554.0,0,92,820
555.0,0,92,820
556.0,0,92,820
557.0,0,92,820
558.0,0,92,820
559.0,0,92,820
560.0,0,92,820
561.0,0,92,820
562.0,0,92,820
563.0,0,92,820
564.0,0,92,820
565.0,0,92,820
566.0,0,92,820
567.0,0,92,820
568.0,0,92,820
569.0,0,92,820
570.0,0,92,820
571.0,0,92,820
572.0,0,92,820
573.0,0,92,820
574.0,0,92,820
575.0,0,92,820
576.0,0,92,820
577.0,0,92,820
578.0,0,92,820
579.0,0,92,820
580.0,0,92,820
581.0,0,92,820
582.0,0,92,820
583.0,0,92,820
584.0,0,92,820
585.0,0,92,820
586.0,0,92,820
587.0,0,92,820
588.0,0,92,820
589.0,0,92,820
590.0,0,92,820
591.0,0,92,820
592.0,0,92,820
593.0,0,92,820
594.0,0,92,820
595.0,0,92,820
596.0,0,92,820
597.0,0,92,820
598.0,0,92,820
599.0,0,92,820
600.0,0,92,820
601.0,0,92,820
602.0,0,92,820
603.0,0,92,820
604.0,0,92,820
605.0,0,92,820
606.0,0,92,820
607.0,0,92,820
608.0,0,92,820
609.0,0,92,820
610.0,0,92,820
611.0,0,92,820
612.0,0,92,820
613.0,0,92,820
614.0,0,92,820
615.0,0,92,820
616.0,0,92,820
617.0,0,92,820
618.0,0,92,820
619.0,0,92,820
620.0,0,92,820
621.0,0,92,820
622.0,0,92,820
623.0,0,92,820
624.0,0,92,820
625.0,0,92,820
626.0,0,92,820
627.0,0,92,820
628.0,0,92,820
629.0,0,92,820
630.0,0,92,820
631.0,0,92,820
632.0,0,92,820
633.0,0,92,820
634.0,0,92,820
635.0,0,92,820
636.0,0,92,820
637.0,0,92,820
638.0,0,92,820
639.0,0,92,820
640.0,0,92,820
641.0,0,92,820
642.0,0,92,820
643.0,0,92,820
644.0,0,92,820
645.0,0,92,820
646.0,0,92,820
647.0,0,92,820
648.0,0,92,820
649.0,0,92,820
650.0,0,92,820
651.0,0,92,820
652.0,0,92,820
653.0,0,92,820
654.0,0,92,820
655.0,0,92,820
656.0,0,92,820
657.0,0,92,820
658.0,0,92,820
659.0,0,92,820
660.0,0,92,820
661.0,0,92,820
662.0,0,92,820
663.0,0,92,820
664.0,0,92,820
665.0,0,92,820
666.0,0,92,820
667.0,0,92,820
668.0,0,92,820
669.0,0,92,820
670.0,0,92,820
671.0,0,92,820
672.0,0,92,820
673.0,0,92,820
674.0,0,92,820
675.0,0,92,820
676.0,0,92,820
677.0,0,92,820
678.0,0,92,820
679.0,0,92,820
680.0,0,92,820
681.0,0,92,820
682.0,0,92,820
683.0,0,92,820
684.0,0,92,820
685.0,0,92,820
686.0,0,92,820
687.0,0,92,820
688.0,0,92,820
689.0,0,92,820
690.0,0,92,820
691.0,0,92,820
692.0,0,92,820
693.0,0,92,820
694.0,0,92,820
695.0,0,92,820
696.0,0,92,820
697.0,0,92,820
698.0,0,92,820
699.0,0,92,820
700.0,0,92,820
701.0,0,92,820
702.0,0,92,820
703.0,0,92,820
704.0,0,92,820
705.0,0,92,820
706.0,0,92,820
707.0,0,92,820
708.0,0,92,820
709.0,0,92,820
710.0,0,92,820
711.0,0,92,820
712.0,0,92,820
713.0,0,92,820
714.0,0,92,820
715.0,0,92,820
716.0,0,92,820
717.0,0,92,820
718.0,0,92,820
719.0,0,92,820
720.0,0,92,820
721.0,0,92,820
722.0,0,92,820
723.0,0,92,820
724.0,0,92,820
725.0,0,92,820
726.0,0,92,820
727.0,0,92,820
728.0,0,92,820
729.0,0,92,820
730.0,0,92,820
731.0,0,92,820
732.0,0,92,820
733.0,0,92,820
734.0,0,92,820
735.0,0,92,820
736.0,0,92,820
737.0,0,92,820
738.0,0,92,820
739.0,0,92,820
740.0,0,92,820
741.0,0,92,820
742.0,0,92,820
743.0,0,92,820
744.0,0,92,820
745.0,0,92,820
746.0,0,92,820
747.0,0,92,820
748.0,0,92,820
749.0,0,92,820
750.0,0,92,820
751.0,0,92,820
752.0,0,92,820
753.0,0,92,820
754.0,0,92,820
755.0,0,92,820
756.0,0,92,820
757.0,0,92,820
758.0,0,92,820
759.0,0,92,820
760.0,0,92,820
761.0,0,92,820
762.0,0,92,820
763.0,0,92,820
764.0,0,92,820
765.0,0,92,820
766.0,0,92,820
767.0,0,92,820
768.0,0,92,820
769.0,0,92,820
770.0,0,92,820
771.0,0,92,820
772.0,0,92,820
773.0,0,92,820
774.0,0,92,820
775.0,0,92,820
776.0,0,92,820
777.0,0,92,820
778.0,0,92,820
779.0,0,92,820
780.0,0,92,820
781.0,0,92,820
782.0,0,92,820
783.0,0,92,820
784.0,0,92,820
785.0,0,92,820
786.0,0,92,820
787.0,0,92,820
788.0,0,92,820
789.0,0,92,820
790.0,0,92,820
791.0,0,92,820
792.0,0,92,820
793.0,0,92,820
794.0,0,92,820
795.0,0,92,820
796.0,0,92,820
797.0,0,92,820
798.0,0,92,820
799.0,0,92,820
800.0,0,92,820
801.0,0,92,820
802.0,0,92,820
803.0,0,92,820
804.0,0,92,820
805.0,0,92,820
806.0,0,92,820
807.0,0,92,820
808.0,0,92,820
809.0,0,92,820
810.0,0,92,820
811.0,0,92,820
812.0,0,92,820
813.0,0,92,820
814.0,0,92,820
815.0,0,92,820
816.0,0,92,820
817.0,0,92,820
818.0,0,92,820
819.0,0,92,820
820.0,0,92,820
821.0,0,92,820
822.0,0,92,820
823.0,0,92,820
824.0,0,92,820
825.0,0,92,820
826.0,0,92,820
827.0,0,92,820
828.0,0,92,820
829.0,0,92,820
830.0,0,92,820
831.0,0,92,820
832.0,0,92,820
833.0,0,92,820
834.0,0,92,820
835.0,0,92,820
836.0,0,92,820
837.0,0,92,820
838.0,0,92,820
839.0,0,92,820
840.0,0,92,820
841.0,0,92,820
842.0,0,92,820
843.0,0,92,820
844.0,0,92,820
845.0,0,92,820
846.0,0,92,820
847.0,0,92,820
848.0,0,92,820
849.0,0,92,820
850.0,0,92,820
851.0,0,92,820
852.0,0,92,820
853.0,0,92,820
854.0,0,92,820
855.0,0,92,820
856.0,0,92,820
857.0,0,92,820
858.0,0,92,820
859.0,0,92,820
860.0,0,92,820
861.0,0,92,820
862.0,0,92,820
863.0,0,92,820
864.0,0,92,820
865.0,0,92,820
866.0,0,92,820
867.0,0,92,820
868.0,0,92,820
869.0,0,92,820
870.0,0,92,820
871.0,0,92,820
872.0,0,92,820
873.0,0,92,820
874.0,0,92,820
875.0,0,92,820
876.0,0,92,820
877.0,0,92,820
878.0,0,92,820
879.0,0,92,820
880.0,0,92,820
881.0,0,92,820
882.0,0,92,820
883.0,0,92,820
884.0,0,92,820
885.0,0,92,820
886.0,0,92,820
887.0,0,92,820
888.0,0,92,820
889.0,0,92,820
890.0,0,92,820
891.0,0,92,820
892.0,0,92,820
893.0,0,92,820
894.0,0,92,820
895.0,0,92,820
896.0,0,92,820
897.0,0,92,820
898.0,0,92,820
899.0,0,92,820
900.0,0,92,820
901.0,0,92,820
902.0,0,92,820
903.0,0,92,820
904.0,0,92,820
905.0,0,92,820
906.0,0,92,820
907.0,0,92,820
908.0,0,92,820
909.0,0,92,820
910.0,0,92,820
911.0,0,92,820
912.0,0,92,820
913.0,0,92,820
914.0,0,92,820
915.0,0,92,820
916.0,0,92,820
917.0,0,92,820
918.0,0,92,820
919.0,0,92,820
920.0,0,92,820
921.0,0,92,820
922.0,0,92,820
923.0,0,92,820
924.0,0,92,820
925.0,0,92,820
926.0,0,92,820
927.0,0,92,820
928.0,0,92,820
929.0,0,92,820
930.0,0,92,820
931.0,0,92,820
932.0,0,92,820
933.0,0,92,820
934.0,0,92,820
935.0,0,92,820
936.0,0,92,820
937.0,0,92,820
938.0,0,92,820
939.0,0,92,820
940.0,0,92,820
941.0,0,92,820
942.0,0,92,820
943.0,0,92,820
944.0,0,92,820
945.0,0,92,820
946.0,0,92,820
947.0,0,92,820
948.0,0,92,820
949.0,0,92,820
950.0,0,92,820
951.0,0,92,820
952.0,0,92,820
953.0,0,92,820
954.0,0,92,820
955.0,0,92,820
956.0,0,92,820
957.0,0,92,820
958.0,0,92,820
959.0,0,92,820
960.0,0,92,820
961.0,0,92,820
962.0,0,92,820
963.0,0,92,820
964.0,0,92,820
965.0,0,92,820
966.0,0,92,820
967.0,0,92,820
968.0,0,92,820
969.0,0,92,820
970.0,0,92,820
971.0,0,92,820
972.0,0,92,820
973.0,0,92,820
974.0,0,92,820
975.0,0,92,820
976.0,0,92,820
977.0,0,92,820
978.0,0,92,820
979.0,0,92,820
980.0,0,92,820
981.0,0,92,820
982.0,0,92,820
983.0,0,92,820
984.0,0,92,820
985.0,0,92,820
986.0,0,92,820
987.0,0,92,820
988.0,0,92,820
989.0,0,92,820
990.0,0,92,820
991.0,0,92,820
992.0,0,92,820
993.0,0,92,820
994.0,0,92,820
995.0,0,92,820
996.0,0,92,820
997.0,0,92,820
998.0,0,92,820
999.0,0,92,820
1000.0,0,92,820
1001.0,0,92,820
1002.0,0,92,820
1003.0,0,92,820
1004.0,0,92,820
1005.0,0,92,820
1006.0,0,92,820
1007.0,0,92,820
1008.0,0,92,820
1009.0,0,92,820
1010.0,0,92,820
1011.0,0,92,820
1012.0,0,92,820
1013.0,0,92,820
1014.0,0,92,820
1015.0,0,92,820
1016.0,0,92,820
1017.0,0,92,820
1018.0,0,92,820
1019.0,0,92,820
1020.0,0,92,820
1021.0,0,92,820
1022.0,0,92,820
1023.0,0,92,820
1024.0,0,92,820
1025.0,0,92,820
1026.0,0,92,820
1027.0,0,92,820
1028.0,0,92,820
1029.0,0,92,820
1030.0,0,92,820
1031.0,0,92,820
1032.0,0,92,820
1033.0,0,92,820
1034.0,0,92,820
1035.0,0,92,820
1036.0,0,92,820
1037.0,0,92,820
1038.0,0,92,820
1039.0,0,92,820
1040.0,0,92,820
1041.0,0,92,820
1042.0,0,92,820
1043.0,0,92,820
1044.0,0,92,820
1045.0,0,92,820
1046.0,0,92,820
1047.0,0,92,820
1048.0,0,92,820
1049.0,0,92,820
1050.0,0,92,820
1051.0,0,92,820
1052.0,0,92,820
1053.0,0,92,820
1054.0,0,92,820
1055.0,0,92,820
1056.0,0,92,820
1057.0,0,92,820
1058.0,0,92,820
1059.0,0,92,820
1060.0,0,92,820
1061.0,0,92,820
1062.0,0,92,820
1063.0,0,92,820
1064.0,0,92,820
1065.0,0,92,820
1066.0,0,92,820
1067.0,0,92,820
1068.0,0,92,820
1069.0,0,92,820
1070.0,0,92,820
1071.0,0,92,820
1072.0,0,92,820
1073.0,0,92,820
1074.0,0,92,820
1075.0,0,92,820
1076.0,0,92,820
1077.0,0,92,820
1078.0,0,92,820
1079.0,0,92,820
1080.0,0,92,820
1081.0,0,92,820
1082.0,0,92,820
1083.0,0,92,820
1084.0,0,92,820
1085.0,0,92,820
1086.0,0,92,820
1087.0,0,92,820
1088.0,0,92,820
1089.0,0,92,820
1090.0,0,92,820
1091.0,0,92,820
1092.0,0,92,820
1093.0,0,92,820
1094.0,0,92,820
1095.0,0,92,820
1096.0,0,92,820
1097.0,0,92,820
1098.0,0,92,820
1099.0,0,92,820
1100.0,0,92,820
1101.0,0,92,820
1102.0,0,92,820
1103.0,0,92,820
1104.0,0,92,820
1105.0,0,92,820
1106.0,0,92,820
1107.0,0,92,820
1108.0,0,92,820
1109.0,0,92,820
1110.0,0,92,820
1111.0,0,92,820
1112.0,0,92,820
1113.0,0,92,820
1114.0,0,92,820
1115.0,0,92,820
1116.0,0,92,820
1117.0,0,92,820
1118.0,0,92,820
1119.0,0,92,820
1120.0,0,92,820
1121.0,0,92,820
1122.0,0,92,820
1123.0,0,92,820
1124.0,0,92,820
1125.0,0,92,820
1126.0,0,92,820
1127.0,0,92,820
1128.0,0,92,820
1129.0,0,92,820
1130.0,0,92,820
1131.0,0,92,820
1132.0,0,92,820
1133.0,0,92,820
1134.0,0,92,820
1135.0,0,92,820
1136.0,0,92,820
1137.0,0,92,820
1138.0,0,92,820
1139.0,0,92,820
1140.0,0,92,820
1141.0,0,92,820
1142.0,0,92,820
1143.0,0,92,820
1144.0,0,92,820
1145.0,0,92,820
1146.0,0,92,820
1147.0,0,92,820
1148.0,0,92,820
1149.0,0,92,820
1150.0,0,92,820
1151.0,0,92,820
1152.0,0,92,820
1153.0,0,92,820
1154.0,0,92,820
1155.0,0,92,820
1156.0,0,92,820
1157.0,0,92,820
1158.0,0,92,820
1159.0,0,92,820
1160.0,0,92,820
1161.0,0,92,820
1162.0,0,92,820
1163.0,0,92,820
1164.0,0,92,820
1165.0,0,92,820
1166.0,0,92,820
1167.0,0,92,820
1168.0,0,92,820
1169.0,0,92,820
1170.0,0,92,820
1171.0,0,92,820
1172.0,0,92,820
1173.0,0,92,820
1174.0,0,92,820
1175.0,0,92,820
1176.0,0,92,820
1177.0,0,92,820
1178.0,0,92,820
1179.0,0,92,820
1180.0,0,92,820
1181.0,0,92,820
1182.0,0,92,820
1183.0,0,92,820
1184.0,0,92,820
1185.0,0,92,820
1186.0,0,92,820
1187.0,0,92,820
1188.0,0,92,820
1189.0,0,92,820
1190.0,0,92,820
1191.0,0,92,820
1192.0,0,92,820
1193.0,0,92,820
1194.0,0,92,820
1195.0,0,92,820
1196.0,0,92,820
1197.0,0,92,820
1198.0,0,92,820
1199.0,0,92,820
1200.0,0,92,820
1201.0,0,92,820
1202.0,0,92,820
1203.0,0,92,820
1204.0,0,92,820
1205.0,0,92,820
1206.0,0,92,820
1207.0,0,92,820
1208.0,0,92,820
1209.0,0,92,820
1210.0,0,92,820
1211.0,0,92,820
1212.0,0,92,820
1213.0,0,92,820
1214.0,0,92,820
1215.0,0,92,820
1216.0,0,92,820
1217.0,0,92,820
1218.0,0,92,820
1219.0,0,92,820
1220.0,0,92,820
1221.0,0,92,820
1222.0,0,92,820
1223.0,0,92,820
1224.0,0,92,820
1225.0,0,92,820
1226.0,0,92,820
1227.0,0,92,820
1228.0,0,92,820
1229.0,0,92,820
1230.0,0,92,820
1231.0,0,92,820
1232.0,0,92,820
1233.0,0,92,820
1234.0,0,92,820
1235.0,0,92,820
1236.0,0,92,820
1237.0,0,92,820
1238.0,0,92,820
1239.0,0,92,820
1240.0,0,92,820
1241.0,0,92,820
1242.0,0,92,820
1243.0,0,92,820
1244.0,0,92,820
1245.0,0,92,820
1246.0,0,92,820
1247.0,0,92,820
1248.0,0,92,820
1249.0,0,92,820
1250.0,0,92,820
1251.0,0,92,820
1252.0,0,92,820
1253.0,0,92,820
1254.0,0,92,820
1255.0,0,92,820
1256.0,0,92,820
1257.0,0,92,820
1258.0,0,92,820
1259.0,0,92,820
1260.0,0,92,820
1261.0,0,92,820
1262.0,0,92,820
1263.0,0,92,820
1264.0,0,92,820
1265.0,0,92,820
1266.0,0,92,820
1267.0,0,92,820
1268.0,0,92,820
1269.0,0,92,820
1270.0,0,92,820
1271.0,0,92,820
1272.0,0,92,820
1273.0,0,92,820
1274.0,0,92,820
1275.0,0,92,820
1276.0,0,92,820
1277.0,0,92,820
1278.0,0,92,820
1279.0,0,92,820
1280.0,0,92,820
1281.0,0,92,820
1282.0,0,92,820
1283.0,0,92,820
1284.0,0,92,820
1285.0,0,92,820
1286.0,0,92,820
1287.0,0,92,820
1288.0,0,92,820
1289.0,0,92,820
1290.0,0,92,820
1291.0,0,92,820
1292.0,0,92,820
1293.0,0,92,820
1294.0,0,92,820
1295.0,0,92,820
1296.0,0,92,820
1297.0,0,92,820
1298.0,0,92,820
1299.0,0,92,820
1300.0,0,92,820
1301.0,0,92,820
1302.0,0,92,820
1303.0,0,92,820
1304.0,0,92,820
1305.0,0,92,820
1306.0,0,92,820
1307.0,0,92,820
1308.0,0,92,820
1309.0,0,92,820
1310.0,0,92,820
1311.0,0,92,820
1312.0,0,92,820
1313.0,0,92,820
1314.0,0,92,820
1315.0,0,92,820
1316.0,0,92,820
1317.0,0,92,820
1318.0,0,92,820
1319.0,0,92,820
1320.0,0,92,820
1321.0,0,92,820
1322.0,0,92,820
1323.0,0,92,820
1324.0,0,92,820
1325.0,0,92,820
1326.0,0,92,820
1327.0,0,92,820
1328.0,0,92,820
1329.0,0,92,820
1330.0,0,92,820
1331.0,0,92,820
1332.0,0,92,820
1333.0,0,92,820
1334.0,0,92,820
1335.0,0,92,820
1336.0,0,92,820
1337.0,0,92,820
1338.0,0,92,820
1339.0,0,92,820
1340.0,0,92,820
1341.0,0,92,820
1342.0,0,92,820
1343.0,0,92,820
1344.0,0,92,820
1345.0,0,92,820
1346.0,0,92,820
1347.0,0,92,820
1348.0,0,92,820
1349.0,0,92,820
1350.0,0,92,820
1351.0,0,92,820
1352.0,0,92,820
1353.0,0,92,820
1354.0,0,92,820
1355.0,0,92,820
1356.0,0,92,820
1357.0,0,92,820
1358.0,0,92,820
1359.0,0,92,820
